Gene_ID	Symbol	Synonyms	Chromosome	Gene_Name	Source
1124	CHN2	ARHGAP3|RhoGAP3	7	chimerin 2	HGNC_protein_coding
140578	CHODL	FLJ12627|PRED12|MT75	21	chondrolectin	HGNC_protein_coding
26973	CHORDC1	CHP1|CHP-1	11	cysteine and histidine rich domain containing 1	HGNC_protein_coding
11261	CHP1	Sid470p|CHP|SLC9A1BP|p22|p24	15	calcineurin like EF-hand protein 1	HGNC_protein_coding
63928	CHP2	-	16	calcineurin like EF-hand protein 2	HGNC_protein_coding
79586	CHPF	CSS2|CHSY2	2	chondroitin polymerizing factor	HGNC_protein_coding
54480	CHPF2	KIAA1402|ChSy-3|CSGlcA-T	7	chondroitin polymerizing factor 2	HGNC_protein_coding
56994	CHPT1	CPT1	12	choline phosphotransferase 1	HGNC_protein_coding
54108	CHRAC1	CHRAC15|YCL1	8	chromatin accessibility complex subunit 1	HGNC_protein_coding
8646	CHRD	-	3	chordin	HGNC_protein_coding
91851	CHRDL1	NRLN1|CHL	X	chordin like 1	HGNC_protein_coding
25884	CHRDL2	BNF1	11	chordin like 2	HGNC_protein_coding
89832	CHRFAM7A	D-10|CHRNA7-DR1	15	CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion	HGNC_protein_coding
1128	CHRM1	HM1|M1|M1R	11	cholinergic receptor muscarinic 1	HGNC_protein_coding
1129	CHRM2	HM2	7	cholinergic receptor muscarinic 2	HGNC_protein_coding
1131	CHRM3	EGBRS|HM3|PBS	1	cholinergic receptor muscarinic 3	HGNC_protein_coding
1132	CHRM4	HM4|M4R	11	cholinergic receptor muscarinic 4	HGNC_protein_coding
1133	CHRM5	HM5	15	cholinergic receptor muscarinic 5	HGNC_protein_coding
1134	CHRNA1	ACHRA|ACHRD|CHRNA|CMS1A|CMS1B|CMS2A|FCCMS|SCCMS	2	cholinergic receptor nicotinic alpha 1 subunit	HGNC_protein_coding
1135	CHRNA2	-	8	cholinergic receptor nicotinic alpha 2 subunit	HGNC_protein_coding
1136	CHRNA3	BAIPRCK|LNCR2|NACHRA3|PAOD2	15	cholinergic receptor nicotinic alpha 3 subunit	HGNC_protein_coding
1137	CHRNA4	BFNC	20	cholinergic receptor nicotinic alpha 4 subunit	HGNC_protein_coding
1138	CHRNA5	LNCR2	15	cholinergic receptor nicotinic alpha 5 subunit	HGNC_protein_coding
8973	CHRNA6	CHNRA6	8	cholinergic receptor nicotinic alpha 6 subunit	HGNC_protein_coding
1139	CHRNA7	CHRNA7-2|NACHRA7	15	cholinergic receptor nicotinic alpha 7 subunit	HGNC_protein_coding
55584	CHRNA9	NACHRA9	4	cholinergic receptor nicotinic alpha 9 subunit	HGNC_protein_coding
57053	CHRNA10	-	11	cholinergic receptor nicotinic alpha 10 subunit	HGNC_protein_coding
1140	CHRNB1	ACHRB|CHRNB|CMS1D|CMS2A|CMS2C|SCCMS	17	cholinergic receptor nicotinic beta 1 subunit	HGNC_protein_coding
1141	CHRNB2	EFNL3|nAChRB2	1	cholinergic receptor nicotinic beta 2 subunit	HGNC_protein_coding
1142	CHRNB3	-	8	cholinergic receptor nicotinic beta 3 subunit	HGNC_protein_coding
1143	CHRNB4	-	15	cholinergic receptor nicotinic beta 4 subunit	HGNC_protein_coding
1144	CHRND	ACHRD|CMS2A|CMS3A|CMS3B|CMS3C|FCCMS|SCCMS	2	cholinergic receptor nicotinic delta subunit	HGNC_protein_coding
1145	CHRNE	ACHRE	17	cholinergic receptor nicotinic epsilon subunit	HGNC_protein_coding
1146	CHRNG	ACHRG	2	cholinergic receptor nicotinic gamma subunit	HGNC_protein_coding
8534	CHST1	C6ST|KSGal6ST	11	carbohydrate sulfotransferase 1	HGNC_protein_coding
9435	CHST2	C6ST	3	carbohydrate sulfotransferase 2	HGNC_protein_coding
9469	CHST3	C6ST|C6ST1	10	carbohydrate sulfotransferase 3	HGNC_protein_coding
10164	CHST4	HEC-GLCNAC-6-ST|LSST	16	carbohydrate sulfotransferase 4	HGNC_protein_coding
23563	CHST5	I-GLCNAC-6-ST|FLJ22167	16	carbohydrate sulfotransferase 5	HGNC_protein_coding
4166	CHST6	C-GlcNAc6ST|GST4-beta|MCDC1|glcNAc6ST-5|gn6st-5|hCGn6ST	16	carbohydrate sulfotransferase 6	HGNC_protein_coding
56548	CHST7	C6ST-2|C6ST2	X	carbohydrate sulfotransferase 7	HGNC_protein_coding
64377	CHST8	GALNAC-4-ST1	19	carbohydrate sulfotransferase 8	HGNC_protein_coding
83539	CHST9	GALNAC4ST-2|GALNAC-4-ST2	18	carbohydrate sulfotransferase 9	HGNC_protein_coding
9486	CHST10	HNK-1ST	2	carbohydrate sulfotransferase 10	HGNC_protein_coding
50515	CHST11	C4ST1|C4St-1|C4ST|HSA269537	12	carbohydrate sulfotransferase 11	HGNC_protein_coding
55501	CHST12	C4S-2|C4ST2	7	carbohydrate sulfotransferase 12	HGNC_protein_coding
166012	CHST13	C4ST3	3	carbohydrate sulfotransferase 13	HGNC_protein_coding
113189	CHST14	HD4ST|D4ST-1	15	carbohydrate sulfotransferase 14	HGNC_protein_coding
51363	CHST15	GALNAC4S-6ST|BRAG|KIAA0598	10	carbohydrate sulfotransferase 15	HGNC_protein_coding
22856	CHSY1	KIAA0990|CSS1	15	chondroitin sulfate synthase 1	HGNC_protein_coding
337876	CHSY3	CSS3|CHSY-2	5	chondroitin sulfate synthase 3	HGNC_protein_coding
54921	CHTF8	FLJ20400|CTF8	16	chromosome transmission fidelity factor 8	HGNC_protein_coding
63922	CHTF18	CHL12|C321D2.4|Ctf18	16	chromosome transmission fidelity factor 18	HGNC_protein_coding
26097	CHTOP	DKFZP547E1010|SRAG|FOP	1	chromatin target of PRMT1	HGNC_protein_coding
1147	CHUK	IKK1|IKK-alpha|IkBKA|NFKBIKA|IKKA	10	component of inhibitor of nuclear factor kappa B kinase complex	HGNC_protein_coding
91612	CHURC1	My015|FLJ33064	14	churchill domain containing 1	HGNC_protein_coding
9391	CIAO1	CIA1	2	cytosolic iron-sulfur assembly component 1	HGNC_protein_coding
84191	CIAO2A	FLJ22875|CIA2A	15	cytosolic iron-sulfur assembly component 2A	HGNC_protein_coding
51647	CIAO2B	CGI-128|MIP18|CIA2B	16	cytosolic iron-sulfur assembly component 2B	HGNC_protein_coding
64428	CIAO3	FLJ21988|PRN|HPRN|IOP1|NAR1	16	cytosolic iron-sulfur assembly component 3	HGNC_protein_coding
57019	CIAPIN1	Anamorsin|CIAE2	16	cytokine induced apoptosis inhibitor 1	HGNC_protein_coding
148523	CIART	BC017397|CHRONO	1	circadian associated repressor of transcription	HGNC_protein_coding
10519	CIB1	SIP2-28|CIB|KIP	15	calcium and integrin binding 1	HGNC_protein_coding
10518	CIB2	KIP2	15	calcium and integrin binding family member 2	HGNC_protein_coding
117286	CIB3	KIP3	19	calcium and integrin binding family member 3	HGNC_protein_coding
130106	CIB4	KIP4	2	calcium and integrin binding family member 4	HGNC_protein_coding
137392	CIBAR1	FLJ38979|BARMR1	8	CBY1 interacting BAR domain containing 1	HGNC_protein_coding
339145	CIBAR2	FLJ44299	16	CBY1 interacting BAR domain containing 2	HGNC_protein_coding
23152	CIC	KIAA0306	19	capicua transcriptional repressor	HGNC_protein_coding
1149	CIDEA	CIDE-A	18	cell death inducing DFFA like effector a	HGNC_protein_coding
27141	CIDEB	-	14	cell death inducing DFFA like effector b	HGNC_protein_coding
63924	CIDEC	CIDE-3|FLJ20871|Fsp27	3	cell death inducing DFFA like effector c	HGNC_protein_coding
4261	CIITA	C2TA|NLRA	16	class II major histocompatibility complex transactivator	HGNC_protein_coding
22858	CILK1	MRK|LCK2|KIAA0936|MGC46090	6	ciliogenesis associated kinase 1	HGNC_protein_coding
8483	CILP	HsT18872	15	cartilage intermediate layer protein	HGNC_protein_coding
148113	CILP2	MGC45771	19	cartilage intermediate layer protein 2	HGNC_protein_coding
51550	CINP	MGC849	14	cyclin dependent kinase 2 interacting protein	HGNC_protein_coding
57650	CIP2A	KIAA1524|p90	3	cellular inhibitor of PP2A	HGNC_protein_coding
85457	CIPC	KIAA1737	14	CLOCK interacting pacemaker	HGNC_protein_coding
9541	CIR1	CIR	2	corepressor interacting with RBPJ, CIR1	HGNC_protein_coding
1153	CIRBP	CIRP	19	cold inducible RNA binding protein	HGNC_protein_coding
55847	CISD1	MDS029|mitoNEET	10	CDGSH iron sulfur domain 1	HGNC_protein_coding
493856	CISD2	Miner1|ERIS|NAF-1	4	CDGSH iron sulfur domain 2	HGNC_protein_coding
284106	CISD3	Miner2|MiNT	17	CDGSH iron sulfur domain 3	HGNC_protein_coding
1154	CISH	CIS|G18|CIS-1|SOCS	3	cytokine inducible SH2 containing protein	HGNC_protein_coding
11113	CIT	KIAA0949|STK21|CRIK|CITK	12	citron rho-interacting serine/threonine kinase	HGNC_protein_coding
4435	CITED1	MSG1	X	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1	HGNC_protein_coding
10370	CITED2	MRG1	6	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	HGNC_protein_coding
163732	CITED4	-	1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4	HGNC_protein_coding
25792	CIZ1	LSFR1|ZNF356	9	CDKN1A interacting zinc finger protein 1	HGNC_protein_coding
26586	CKAP2	LB1|FLJ10749|se20-10|TMAP	13	cytoskeleton associated protein 2	HGNC_protein_coding
150468	CKAP2L	FLJ40629|radmis	2	cytoskeleton associated protein 2 like	HGNC_protein_coding
10970	CKAP4	P63|CLIMP-63|ERGIC-63	12	cytoskeleton associated protein 4	HGNC_protein_coding
9793	CKAP5	ch-TOG|KIAA0097|TOG|TOGp	11	cytoskeleton associated protein 5	HGNC_protein_coding
1152	CKB	B-CK|BCK|CKBB|CPK-B|HEL-211|HEL-S-29	14	creatine kinase B	HGNC_protein_coding
51192	CKLF	UCK-1|CKLF3|CKLF4|HSPC224|C32	16	chemokine like factor	HGNC_protein_coding
1158	CKM	CKMM|CPK-M|M-CK	19	creatine kinase, M-type	HGNC_protein_coding
548596	CKMT1A	CKMT1|U-MtCK|mia-CK	15	creatine kinase, mitochondrial 1A	HGNC_protein_coding
1159	CKMT1B	UMTCK	15	creatine kinase, mitochondrial 1B	HGNC_protein_coding
1160	CKMT2	SMTCK	5	creatine kinase, mitochondrial 2	HGNC_protein_coding
1163	CKS1B	ckshs1|CKS1	1	CDC28 protein kinase regulatory subunit 1B	HGNC_protein_coding
1164	CKS2	CKSHS2	9	CDC28 protein kinase regulatory subunit 2	HGNC_protein_coding
23332	CLASP1	KIAA0622|MAST1	2	cytoplasmic linker associated protein 1	HGNC_protein_coding
23122	CLASP2	KIAA0627	3	cytoplasmic linker associated protein 2	HGNC_protein_coding
11129	CLASRP	SWAP2|CLASP	19	CLK4 associating serine/arginine rich protein	HGNC_protein_coding
122616	CLBA1		14	clathrin binding box of aftiphilin containing 1	HGNC_protein_coding
1178	CLC	LGALS10|MGC149659|Gal-10	19	Charcot-Leyden crystal galectin	HGNC_protein_coding
1179	CLCA1	CaCC|CLCRG1	1	chloride channel accessory 1	HGNC_protein_coding
9635	CLCA2	CLCRG2	1	chloride channel accessory 2	HGNC_protein_coding
22802	CLCA4	CaCC2	1	chloride channel accessory 4	HGNC_protein_coding
23155	CLCC1	MCLC	1	chloride channel CLIC like 1	HGNC_protein_coding
23529	CLCF1	NNT1|BSF3|CLC|NR6|CISS2|BSF-3|NNT-1	11	cardiotrophin like cytokine factor 1	HGNC_protein_coding
1180	CLCN1	CLC1|ClC-1	7	chloride voltage-gated channel 1	HGNC_protein_coding
1181	CLCN2	CLC2|EJM6|ClC-2	3	chloride voltage-gated channel 2	HGNC_protein_coding
1182	CLCN3	CLC3|ClC-3	4	chloride voltage-gated channel 3	HGNC_protein_coding
1183	CLCN4	CLC4|ClC-4	X	chloride voltage-gated channel 4	HGNC_protein_coding
1184	CLCN5	DENTS|XLRH|hClC-K2|hCIC-K2|CLC5|XRN|ClC-5	X	chloride voltage-gated channel 5	HGNC_protein_coding
1185	CLCN6	CLC-6|KIAA0046|ClC-6	1	chloride voltage-gated channel 6	HGNC_protein_coding
1186	CLCN7	CLC-7|OPTA2|CLC7|ClC-7|PPP1R63	16	chloride voltage-gated channel 7	HGNC_protein_coding
1187	CLCNKA	hClC-Ka	1	chloride voltage-gated channel Ka	HGNC_protein_coding
1188	CLCNKB	hClC-Kb	1	chloride voltage-gated channel Kb	HGNC_protein_coding
9076	CLDN1	SEMP1|ILVASC	3	claudin 1	HGNC_protein_coding
9075	CLDN2	-	X	claudin 2	HGNC_protein_coding
1365	CLDN3	RVP1|CPE-R2|HRVP1	7	claudin 3	HGNC_protein_coding
1364	CLDN4	CPE-R|WBSCR8|hCPE-R	7	claudin 4	HGNC_protein_coding
7122	CLDN5	CPETRL1|BEC1	22	claudin 5	HGNC_protein_coding
9074	CLDN6	-	16	claudin 6	HGNC_protein_coding
1366	CLDN7	Hs.84359	17	claudin 7	HGNC_protein_coding
9073	CLDN8	HEL-S-79	21	claudin 8	HGNC_protein_coding
9080	CLDN9	DFNB116	16	claudin 9	HGNC_protein_coding
9071	CLDN10	OSP-L|CPETRL3	13	claudin 10	HGNC_protein_coding
5010	CLDN11	OSP	3	claudin 11	HGNC_protein_coding
9069	CLDN12	-	7	claudin 12	HGNC_protein_coding
23562	CLDN14	DFNB29	21	claudin 14	HGNC_protein_coding
24146	CLDN15	-	7	claudin 15	HGNC_protein_coding
10686	CLDN16	PCLN1|HOMG3	3	claudin 16	HGNC_protein_coding
26285	CLDN17	MGC126552|MGC126554	21	claudin 17	HGNC_protein_coding
51208	CLDN18	SFTA5|SFTPJ	3	claudin 18	HGNC_protein_coding
149461	CLDN19	HOMG5	1	claudin 19	HGNC_protein_coding
49861	CLDN20	-	6	claudin 20	HGNC_protein_coding
53842	CLDN22	CLDN21	4	claudin 22	HGNC_protein_coding
137075	CLDN23	CLDNL	8	claudin 23	HGNC_protein_coding
100132463	CLDN24	CLDN21	4	claudin 24	HGNC_protein_coding
644672	CLDN25	-	11	claudin 25	HGNC_protein_coding
100288814	CLDN34	-	X	claudin 34	HGNC_protein_coding
56650	CLDND1	Z38	3	claudin domain containing 1	HGNC_protein_coding
125875	CLDND2	MGC33839	19	claudin domain containing 2	HGNC_protein_coding
51267	CLEC1A	CLEC1|MGC34328	12	C-type lectin domain family 1 member A	HGNC_protein_coding
51266	CLEC1B	CLEC2	12	C-type lectin domain family 1 member B	HGNC_protein_coding
387836	CLEC2A	UNQ5792|INPE5792|KACL|PILAR	12	C-type lectin domain family 2 member A	HGNC_protein_coding
9976	CLEC2B	AICL|HP10085	12	C-type lectin domain family 2 member B	HGNC_protein_coding
29121	CLEC2D	LLT1|CLAX|OCIL	12	C-type lectin domain family 2 member D	HGNC_protein_coding
154790	CLEC2L	FLJ32986	7	C-type lectin domain family 2 member L	HGNC_protein_coding
10143	CLEC3A	CLECSF1	16	C-type lectin domain family 3 member A	HGNC_protein_coding
7123	CLEC3B	TN	3	C-type lectin domain family 3 member B	HGNC_protein_coding
50856	CLEC4A	DCIR|DDB27|CD367	12	C-type lectin domain family 4 member A	HGNC_protein_coding
170482	CLEC4C	HECL|DLEC|BDCA2|CD303	12	C-type lectin domain family 4 member C	HGNC_protein_coding
338339	CLEC4D	Mpcl|CD368|MCL|Dectin-3	12	C-type lectin domain family 4 member D	HGNC_protein_coding
26253	CLEC4E	mincle	12	C-type lectin domain family 4 member E	HGNC_protein_coding
165530	CLEC4F	FLJ39110|KCLR	2	C-type lectin domain family 4 member F	HGNC_protein_coding
339390	CLEC4G	UNQ431|LSECtin	19	C-type lectin domain family 4 member G	HGNC_protein_coding
10332	CLEC4M	HP10347|DC-SIGNR|LSIGN|DCSIGNR|DC-SIGN2	19	C-type lectin domain family 4 member M	HGNC_protein_coding
23601	CLEC5A	MDL-1	7	C-type lectin domain containing 5A	HGNC_protein_coding
93978	CLEC6A	dectin-2	12	C-type lectin domain containing 6A	HGNC_protein_coding
64581	CLEC7A	dectin-1|hDectin-1|CD369|SCARE2	12	C-type lectin domain containing 7A	HGNC_protein_coding
283420	CLEC9A	UNQ9341|HEEE9341|CD370|DNGR-1	12	C-type lectin domain containing 9A	HGNC_protein_coding
10462	CLEC10A	HML2|HML|CD301	17	C-type lectin domain containing 10A	HGNC_protein_coding
6320	CLEC11A	P47|LSLCL|CLECSF3	19	C-type lectin domain containing 11A	HGNC_protein_coding
160364	CLEC12A	CLL-1|MICL|CD371|DCAL-2	12	C-type lectin domain family 12 member A	HGNC_protein_coding
387837	CLEC12B	UNQ5782	12	C-type lectin domain family 12 member B	HGNC_protein_coding
161198	CLEC14A	C14orf27|CEG1|EGFR-5	14	C-type lectin domain containing 14A	HGNC_protein_coding
23274	CLEC16A	Gop-1	16	C-type lectin domain containing 16A	HGNC_protein_coding
388512	CLEC17A	FLJ45910	19	C-type lectin domain containing 17A	HGNC_protein_coding
348174	CLEC18A	MRCL|MRCL1|MRLP2	16	C-type lectin domain family 18 member A	HGNC_protein_coding
497190	CLEC18B		16	C-type lectin domain family 18 member B	HGNC_protein_coding
283971	CLEC18C	MGC34761	16	C-type lectin domain family 18 member C	HGNC_protein_coding
728276	CLEC19A		16	C-type lectin domain containing 19A	HGNC_protein_coding
400797	CLEC20A	FLJ44005|RP4-593C16.2	1	C-type lectin domain containing 20A	HGNC_protein_coding
160365	CLECL1	DCAL1	12	C-type lectin like 1	HGNC_protein_coding
1047	CLGN	-	4	calmegin	HGNC_protein_coding
130162	CLHC1	FLJ31438	2	clathrin heavy chain linker domain containing 1	HGNC_protein_coding
1192	CLIC1	NCC27|p64CLCP|G6|CLCNL1	6	chloride intracellular channel 1	HGNC_protein_coding
1193	CLIC2	XAP121|CLCNL2	X	chloride intracellular channel 2	HGNC_protein_coding
9022	CLIC3	-	9	chloride intracellular channel 3	HGNC_protein_coding
25932	CLIC4	DKFZP566G223|CLIC4L|P64H1|H1|huH1|p64H1	1	chloride intracellular channel 4	HGNC_protein_coding
53405	CLIC5	DFNB102	6	chloride intracellular channel 5	HGNC_protein_coding
54102	CLIC6	CLIC5	21	chloride intracellular channel 6	HGNC_protein_coding
9685	CLINT1	ENTH|KIAA0171|EPNR|CLINT	5	clathrin interactor 1	HGNC_protein_coding
6249	CLIP1	CYLN1|CLIP170|CLIP|CLIP-170	12	CAP-Gly domain containing linker protein 1	HGNC_protein_coding
7461	CLIP2	CLIP-115|KIAA0291|WSCR4|CLIP|WSCR3	7	CAP-Gly domain containing linker protein 2	HGNC_protein_coding
25999	CLIP3	CLIPR-59|RSNL1	19	CAP-Gly domain containing linker protein 3	HGNC_protein_coding
79745	CLIP4	FLJ21069	2	CAP-Gly domain containing linker protein family member 4	HGNC_protein_coding
1195	CLK1	CLK|CLK/STY|STY	2	CDC like kinase 1	HGNC_protein_coding
1196	CLK2	-	1	CDC like kinase 2	HGNC_protein_coding
1198	CLK3	PHCLK3|PHCLK3/152	15	CDC like kinase 3	HGNC_protein_coding
57396	CLK4	-	5	CDC like kinase 4	HGNC_protein_coding
79789	CLMN	FLJ12383|KIAA1188|KIAA0500	14	calmin	HGNC_protein_coding
79827	CLMP	ASAM|FLJ22415|ACAM	11	CXADR like membrane protein	HGNC_protein_coding
1201	CLN3	JNCL|BTN1	16	CLN3 lysosomal/endosomal transmembrane protein, battenin	HGNC_protein_coding
1203	CLN5	-	13	CLN5 intracellular trafficking protein	HGNC_protein_coding
54982	CLN6	FLJ20561|HsT18960|nclf	15	CLN6 transmembrane ER protein	HGNC_protein_coding
2055	CLN8	FLJ39417|TLCD6	8	CLN8 transmembrane ER and ERGIC protein	HGNC_protein_coding
116449	CLNK	MIST	4	cytokine dependent hematopoietic cell linker	HGNC_protein_coding
1207	CLNS1A	ICln	11	chloride nucleotide-sensitive channel 1A	HGNC_protein_coding
9575	CLOCK	KIAA0334|KAT13D|bHLHe8	4	clock circadian regulator	HGNC_protein_coding
10978	CLP1	HEAB|hClp1	11	cleavage factor polyribonucleotide kinase subunit 1	HGNC_protein_coding
81570	CLPB	HSP78|SKD3|FLJ13152|ANKCLB	11	caseinolytic mitochondrial matrix peptidase chaperone subunit B	HGNC_protein_coding
8192	CLPP	DFNB81|PRLTS3	19	caseinolytic mitochondrial matrix peptidase proteolytic subunit	HGNC_protein_coding
1208	CLPS	-	6	colipase	HGNC_protein_coding
340204	CLPSL1	dJ510O8.6	6	colipase like 1	HGNC_protein_coding
389383	CLPSL2	dJ510O8.5|UNQ3045	6	colipase like 2	HGNC_protein_coding
1209	CLPTM1	-	19	CLPTM1 regulator of GABA type A receptor forward trafficking	HGNC_protein_coding
81037	CLPTM1L	FLJ14400|CRR9	5	CLPTM1 like	HGNC_protein_coding
10845	CLPX	EPP2	15	caseinolytic mitochondrial matrix peptidase chaperone subunit X	HGNC_protein_coding
7401	CLRN1	RP61|USH3|USH3A	3	clarin 1	HGNC_protein_coding
645104	CLRN2		4	clarin 2	HGNC_protein_coding
119467	CLRN3	MGC32871|USH3AL1	10	clarin 3	HGNC_protein_coding
63967	CLSPN	-	1	claspin	HGNC_protein_coding
22883	CLSTN1	CSTN1|KIAA0911|CDHR12	1	calsyntenin 1	HGNC_protein_coding
64084	CLSTN2	CSTN2|CS2|FLJ39113|CDHR13	3	calsyntenin 2	HGNC_protein_coding
9746	CLSTN3	CSTN3|KIAA0726|CDHR14	12	calsyntenin 3	HGNC_protein_coding
1211	CLTA	Lca	9	clathrin light chain A	HGNC_protein_coding
1212	CLTB	Lcb	5	clathrin light chain B	HGNC_protein_coding
1213	CLTC	Hc	17	clathrin heavy chain	HGNC_protein_coding
8218	CLTCL1	CLTD|CLH22|CHC22	22	clathrin heavy chain like 1	HGNC_protein_coding
57393	CLTRN	NX17	X	collectrin, amino acid transport regulator	HGNC_protein_coding
1191	CLU	SGP-2|SP-40|TRPM-2|KUB1|CLU1|CLU2	8	clusterin	HGNC_protein_coding
23059	CLUAP1	FLJ13297|KIAA0643|FAP22|CFAP22|IFT38	16	clusterin associated protein 1	HGNC_protein_coding
23277	CLUH	CLU1	17	clustered mitochondria homolog	HGNC_protein_coding
27098	CLUL1		18	clusterin like 1	HGNC_protein_coding
157807	CLVS1	MGC34646|CRALBPL|C6orf212L	8	clavesin 1	HGNC_protein_coding
134829	CLVS2	bA160A10.4	6	clavesin 2	HGNC_protein_coding
171425	CLYBL	CLB	13	citramalyl-CoA lyase	HGNC_protein_coding
1215	CMA1	CYH|MCT1|chymase	14	chymase 1	HGNC_protein_coding
55907	CMAS	CSS	12	cytidine monophosphate N-acetylneuraminic acid synthetase	HGNC_protein_coding
134147	CMBL	FLJ23617	5	carboxymethylenebutenolidase homolog	HGNC_protein_coding
152100	CMC1	MGC61571	3	C-X9-C motif containing 1	HGNC_protein_coding
56942	CMC2	DC13|MGC45036	16	C-X9-C motif containing 2	HGNC_protein_coding
100272147	CMC4	P8MTCP1|p8	X	C-X9-C motif containing 4	HGNC_protein_coding
80790	CMIP	TCMIP	16	c-Maf inducing protein	HGNC_protein_coding
1240	CMKLR1	RVER1	12	chemerin chemokine-like receptor 1	HGNC_protein_coding
51727	CMPK1	UMP-CMPK	1	cytidine/uridine monophosphate kinase 1	HGNC_protein_coding
129607	CMPK2	TYKi|UMP-CMPK2|NDK	2	cytidine/uridine monophosphate kinase 2	HGNC_protein_coding
84319	CMSS1	MGC4308	3	cms1 ribosomal small subunit homolog	HGNC_protein_coding
113540	CMTM1	CKLFH1a|CKLFH	16	CKLF like MARVEL transmembrane domain containing 1	HGNC_protein_coding
146225	CMTM2	MGC39436|FLJ25732	16	CKLF like MARVEL transmembrane domain containing 2	HGNC_protein_coding
123920	CMTM3	FLJ31762|BNAS2	16	CKLF like MARVEL transmembrane domain containing 3	HGNC_protein_coding
146223	CMTM4	CKLFSF4	16	CKLF like MARVEL transmembrane domain containing 4	HGNC_protein_coding
116173	CMTM5	FLJ37521	14	CKLF like MARVEL transmembrane domain containing 5	HGNC_protein_coding
54918	CMTM6	FLJ20396	3	CKLF like MARVEL transmembrane domain containing 6	HGNC_protein_coding
112616	CMTM7	FLJ30992	3	CKLF like MARVEL transmembrane domain containing 7	HGNC_protein_coding
152189	CMTM8	CKLFSF8|CKLFSF8-V2	3	CKLF like MARVEL transmembrane domain containing 8	HGNC_protein_coding
23070	CMTR1	MTr1|ISG95	6	cap methyltransferase 1	HGNC_protein_coding
55783	CMTR2	FLJ11171|AFT|MTr2	16	cap methyltransferase 2	HGNC_protein_coding
202333	CMYA5	SPRYD2|DKFZp451G223|TRIM76	5	cardiomyopathy associated 5	HGNC_protein_coding
168975	CNBD1	FLJ35802	8	cyclic nucleotide binding domain containing 1	HGNC_protein_coding
